name,ratings,date,helpful,comment,developer_comment
박수익,1,2020-06-03,2,안드로이드 tvbox는 100프로 가로인데 지원안하나요? 앱ㅈㅣ원팀 알리익스프레스 좀 보세요!,
버드리서연,5,2020-04-17,2,너무좋아요 로켓배송 기사님들 너무 수고가 많아보입니다,
김애란,5,2020-07-13,3,빠른배송과 저렴한가격 만족,
아굴라브리스길라,1,2020-09-04,0,앱은 다운로드안되고...업데이트해야지 이용가능하고 어쩌라고,
Eun S,1,2020-05-04,0,싼맛에 사는거많은데.. 참다가 진짜 .짜증나서올림.. 판매자좀 거르고 받았으면함. 내가산건 중고가아닌데 ㅋㅋㅋ 받아보니 중고물품인줄? .. 1. 바퀴벌레약구매- 박스완전너덜거리고 누가쓴거보냈다해도 이상하지않음. 2.헤어에센스구매- 본품뚜껑은 스크래치가잇고 케이스자체도 스크래치쫙쫙. 판매자문의? 그딴거 안봄. 짜증나서 그냥 싸니까 환불하기 귀찮아서 냅둠,
phs여우야놀자,5,2020-06-05,2,좋아요 빠르고안전하게배달해서 정말좋아요,
최다은다은,5,2020-05-30,2,와~정말 좋아요 수영장 사러 왔는데 별거 별거 다 있네요👍👍👍👍👍👍👍👍 강추!!!!!,
김용관,5,2020-04-25,2,다양한상품과 후기가있어 좋습니다.,
dream something fantastic,5,2020-04-19,0,검색 및 주문에 최적화되어 있네요.,
미소,3,2020-09-17,0,"몇 달간 로켓와우회원으로 가입해서 이용했는데요.. 처음엔 유용하게 잘쓰다가 요즘엔 굳이 비용을 지불할 필요를 못느끼겠어서 해지했습니다 품절 상품이 너무 많고, 자주 구매하던 것도 어느새 일반 판매자배송으로 넘어가 있고, 대부분 대량구매유도. 과대포장도 불편하구요.. 로켓배송상품이 시중보다 저렴한 경우가 꽤 있어서 그럴땐 좋지만 원하는 상품을 찾기가 힘들어요ㅠ 품절 상품은 빼고 볼 수 있는 기능도 필요합니다",
용띵 MINEFREFT TV,1,2020-06-10,3,후기가 잘 클릭이 안되요.후기를 어찌좀,
밍키하우스,5,2020-08-22,0,배송빠르고 좋아요~^^,
박철진,1,2020-04-20,2,고객센터는 노답 적당히 물건품질 대응 포기하고 이용해야하는 곳,
박루안,4,2020-05-21,2,"배송, 상품, 가격 다 만족합니다~^^",
서지원,1,2020-06-18,4,너무 불쾌해요 옛날엔 너무친절하더니 요즘엔 물품이많아질수록 가격도올리고,
성정안,5,2020-05-03,0,정말 많은 상품이 있어요! 쿠팡 화이팅!,
bad tokki,5,2020-05-27,3,한번거래로 편리한입금 빠른배송 엄지척,
유엔,1,2020-04-29,1,몰랑이 폰케이스를 쳤는데 폰케이스는 2개 밖에 안나오고 옴팡이 폰케이스만 잔뜩 나오네요 몰랑이 폰케이스 종류가 2개밖에 없는것도 아닐텐데 왜 이러죠?,
이공주,5,2020-05-27,6,완전 짱 빠른배송 실사용후기,
Haeul Nam,5,2020-06-18,7,정말 잘 쓰고 있습니다... 로켓배송 !!!,
김연아,5,2020-04-11,1,원래 타 소셜커머스를 티* 애용했는데요 이번 코로나 사태를 겪으면서 로켓배송 및 로켓프레쉬에 너무 감동하면서 완전 빠졌습니다 좋은 서비스 항상 감사합니다.,
김명희,5,2020-06-23,0,"빠른배송, 편한쇼핑이 좋습니다",
윤주김,1,2020-06-10,4,쿠팡 업뎃이후 오류뜹니다.저를 포함해서 많은분들이 사용하고있는데 업뎃은 신중하게 해야되는거아닌가요?,
송해월,1,2020-06-26,6,갑자기 너무 느려져서 숨 넘어갈 지경입니다,
김종범,5,2020-06-02,1,빠른배송 좋은제품들 넘맘에들어,
지윤,3,2020-05-27,3,구매취소 후 환불이 너무 느려요.,
Shenghu Wu,5,2020-04-21,0,필요한 물건을 빠르게 받아 서 좋아요,
장성욱,5,2020-04-27,0,품질양호하고 저렴하며 배송이 빠르다,
손학철,5,2020-06-20,3,딱히 할 말 없이 좋으네요ㅎㅎ 로켓프레시 등등 너무 편리해용,
김송미,5,2020-05-20,2,간단하게 쇼핑할수있어 아주 대만족입니다,
이용진,5,2020-06-13,4,구매 취소 빠르고 배송도 빨라요 너무좋아요,
이혜련,4,2020-05-22,2,외국에서 오는 물건들이 너무나 시간이길다,
우태일,5,2020-07-13,3,배송이 빨라서 너무너무 좋아요,
부처핸섬,1,2020-06-11,5,요즘 은근슬쩍 가격 올려 통수치는 꼬라지가...,
김도영,1,2020-04-14,1,데이터 요청에 실패했습니다라고 계속뜨네요,
남고 정민,5,2020-06-10,6,"빠른배송 고객센터직원 친절한 응대 쿠팡,입니다 !",
자두연두,5,2020-06-07,2,편안하게 주문하고 배송받을수있어 좋아요,
박근희,5,2020-08-23,0,너무 쿠팡에서 너무나줗은게만아서요,
BeomSeon Ryu,5,2020-07-14,3,다른쇼핑몰보다 편하고 좋아요,
이정희,1,2020-06-02,4,지금시선에선 별하나도 아깝네요. 요즘 티비에 그소리로만 난리던데 관리자들이 그딴식으로 하면안되죠. 암만돈주고 써도 알바도 사람이고 대한민국의 자부심인데 알바라고 반말에 욕도 해가며 그딴식으로 하면안되죠. 다똑같은 사람인데.. 존중을 해줘야죠. 관리자라고 다들 배가불러서... 사람 있음에 소중함을 알았음합니다. 솔직히 말만 관리자지 알바하는 사람이 없음 자기들도 일해야죠.. 그러니 제발 사람의 소중함을 알기를요...,
김민아,3,2020-08-22,0,여전히 구매시 따로 구매하는 게 개선되지 않네요. 그리고 연령별로 보는 상품 부분은 없나요? 카테고리로 나눈 거 까지는 그렇구나하는데 그 카테고리가 주 고객층에 기울어져있는 거 같아요. 보면 드문드문 10~30대 몰도 있는데 찾기가 힘들어요. 개인정보를 수집한다면 연령층에 따라 구매하는 옷이나 취미생활 물품등 따로 분류하는 기능이 있으면 좋겠습니다.,
ᄒᄒ,5,2020-04-20,4,쿠팡의 장점.로켓와우회원한달에 2900원만 내면 로켓프레시와 로켓배송주문시 가격제한이 없다.게다가 로켓프레시 최저가격도 저렴한편이라 진짜 사용빈도가 높아질수밖에 없는듯.여러모로 대체불가한 어플 최고...,
양미희,4,2020-05-21,3,"신속 배달,다양한 상품구성",
두부두부,1,2020-09-04,0,"로켓배송, 로켓프레시 둘다 품절된 게 상단에 나오는데 너무 짜증남. 품절된 거를 제외하고 화면에 보여줘야지 필터설정도 없고 이렇게 불편한데 멤버십비가 아깝다. 코로나때문에 품절은 충분히 이해하는데 그거를 제외하는 옵션을 만들어서 보여주라고.",
공용,1,2020-09-07,1,장난하세요? 분명히 어젯 밤 입금되었다고 메시지 왔는데. 오늘 아침에는 입금이 안되었다고 메시지왓네요 ㅋㅋ 사기인가? 돈이 없어졌고 입금했는데 뭐? 입금이 안돼? 장난하세요? 사람 가지고 장난하냐고요 ㅋㅋ 너무 화나네요. 뭐 할거면 똑바로 좀 하세요.,
유충근,3,2020-09-23,0,"쿠팡 앱 편리하게 사용하고 있는 사용자 입니다. 도착예정일에 대한 시간 업데이트가 제대로 이뤄지지 않는부분 수정해주세요. 내부는 어떤지 모르겠지만, 결과적으로 오늘이 수요일인데 앱에서는 도착 예정일이 화요일로 되어있는건 문제가 있다고 생각합니다. 수정해주세요. 제 기기는 v30 , 안드9 입니다. 수고하세요.",
황태경,1,2020-09-23,0,회원가입할려고 제가 쓰는 번호가 옛날에 저 말고 다른분이 쓰던 전화번호인데 그래서 전화번호 인증할려고 하는데 인증번호를 1시간을 기다려도 안오고 계속 다른메일(옛날에 제번호 쓰시던분)로 회원가입되어있다고 회원가입도 안되네요. 해결방법이나 고쳐주세요.,
‘ V,5,2020-07-30,4,배송이 정말 빨라서 최고였던거같아요,
김옥수,5,2020-06-16,9,상품빠르게정확하게받을수있어서좋아요,
송수연,5,2020-05-24,2,완전 잘 쓰고있어요! 감사합니다! 쇼핑몰 중에는 쿠팡이 최고에요!,
또치,1,2020-09-12,0,개같은 로켓와우 정보좀 보려고했는데 앱 설치하란다. 강제성 앱설치 유도는 개같아서 걍 멤버십 해지 한다. 개같은 운영방식 누구 머리속에서 나왔냐? 이게 결국 이미지만 계속 깍아 내릴뿐이다. 기사들 걍 총알마냥 소비해서 죽이는 쿠팡놈들아,
기요밍,2,2020-09-20,1,아니ㅋㅋㅋㅋ 다른것들 다 잘사용하고있는데 저번에 주문할때는 로켓배송으로 설정해서 다시 설정풀고 어제 로켓와우로 주문했는데 일어나니까 왜 로켓배송으로 주문이 들어갔나요?ㅋㅋㅋㅋㅋㅋ 진짜 실망이네요 이런식으로 할꺼면 그냥 로켓와우를 없애주세요 새벽에 일어나면 택배있는 기대감으로 일어나는데 택배없으면 얼마나 짜증나는지 아시나요? 로켓와우로 시켜도 로켓배송으로 주문들어가는 이유는 뭔가요??,
장명희,5,2020-04-10,0,빠른 배송은 기본 이며 제품관리도 잘 하시는것 같아 믿고 거래 합니다,
박유미,5,2020-04-12,0,사용간편하고 배송이 와잔 빨라여,
김성기,5,2020-04-26,0,배송이빠르고 상품이다양하다^^,
이명숙,5,2020-05-07,0,배송도빠르고. 모든것이.완벽함,
정의구현,5,2020-06-03,0,빠르고 좋아요 가격도저렴하고 최고,
박예린,3,2020-07-27,0,"다 좋은데, 아이디랑 비밀번호 까먹었을때 아이디 찾기랑 비밀번호 찾기가 있는데 아이디가 중간부분만 나와서 아이디가 뭔지 모르겠어요. 그래서 지금 쿠팡 로그인 못하고있네요. 아이디 찾기 할때 아이디 중간부분을 가리지 말고, 다 보여주면 안되나요? 나머지는 다 좋아요",
맛집메이트,2,2020-06-04,3,"무료배송 아니어도 되는데 얼마 이상 해야 무료배송이라고 굳이 선택사항 없게 하셔서,, 그냥 배송비 낼게요 하나만 구매하게 해주세요 무료배송아니면 구매 못하게 하는건 또 처음이라,, 당황,,",
바나나,3,2020-09-02,0,"편리합니다. 그런데 로켓프레쉬 품절 너무 잦아요. 특이한 것도 아니고 평범한 당근, 배추, 어묵 이런 것도 늘 품절이래요. 장바구니에 담으면 뭐하나요 사려고 하면 맨날 없는데. 다음날까지 배송이 어려워 품절처리를 해두는 건지 뭔지 모르겠지만 장바구니에 더 담을 게 없을까 고민하고 있으면 여지없이 품절이니 짜증나서 결국 마트가게 돼요. 시간 아까워서 쿠팡 썼다가 결국 시간을 더 낭비하게 되는 이런 점을 시정 부탁합니다.",
최기정,3,2020-04-24,0,판매자의 물건이 정말 좋운건지 확인들좀 하고 파시길,
야나나,5,2020-07-29,0,"찐!!! 최~애♡♡♡ 요즘 코로나 때문에 장보러 매일 밖에 나가는것도 한계가 있고,하루에도 몇번씩 필요한 것들을 사러 나가기도 덥고~~~ 로켓배송 빠르고 좋아요.^^ 고객이 원하는 로켓배송! 최고 입니다. 소비자 입장에서 바라는 모든걸 갖춘 백~화~점 ^^ 앞으로도 쿠팡 계속 필요한 것들 주문 하렵니다. 그리고 쿠팡 날로 번창하셔서 쭈욱 소비자 입장에서 생각하시는 쇼핑몰이 되어 주셨으면 좋겠습니다. 감사합니다.^^",
이웅,3,2020-06-09,1,의류는 거의가 동남아나 중국산이던데 국내산은 찾아보기 힘드네요 자주 이용하지만 이부분이 좀아쉬워요,
송송재원,5,2020-04-11,1,집에서 편하게 쇼핑할수 있어서 좋습니다,
허진,5,2020-04-12,1,빠르고 교환 화불 스피드하고 완전 칭찬해~~,
박민경,3,2020-07-02,6,품절된 상품은 검색에서 제외시키는 옵션 강력요청,
차두극,4,2020-07-18,1,배달신속하고 물건양호 합니다,
Dara Sa,5,2020-08-31,0,제가 웬만하면 후기 안 올리는데 사용해보고 너무너무 좋아서 남겨봅니당 첫 번째는 쿠팡에서 물건을 구매하면 다른 회사에서 구매하는 것보다 훨씬 저렴하게 구매할 수 있어서 너무 좋았고 두 번째로 무엇보다 로켓배송이 너무나도 마음에 들었습니다 로켓배송하면 무조건 하루 만에 오고 오전 10나 오후 4시쯤에 도착하더라구요 세 번째는 상담원분들 너무 친절하십니당 문의할게 있어서 메세지 넣었는데 3분?만에 답장해 주시더라구요 빠르게 답장해 주셔서 너무 좋았습니다ㅠ 마지막으로 좋았던 건 물건 주문 후 배송 중에 분실해서 못 받았거든요 이대로 돈 날린 줄 알고 슬퍼하다가 쿠팡에서 쿠팡 캐시 5천원과 환불해서 전액 다 주는 거ㅠ보고 감동 먹었습니다...ㅠㅠ 앞으로도 쿠팡 잘 쓸 생각이구요 아직 설치 안 하 신분들 빨리 오셔서 설치하세요 너무 좋습니당:),
광주오토캠핑시원모터스 힐링9,1,2020-09-18,2,아이템위너 시스템이라는 이상한짓으로 여러번 그지같은 물건 받아 피해본 1인 이전 구매했던 판매자한테 구매한다고 했는데 그 판매가가 아닌 이상한 판매자가 거지같은 물건을 보냈음에도 쿠팡은 판매자와 해결하라는 대답뿐 일본기업이라 그런지 뻔뻔함이 하늘을 찌름 뉴스에도 나오고 제 주변에도 저같은 피해자 많으니 피해보지않게 주의하세요. 일본배불려주는 기업 쿠팡은 안쓰는게 답,
황성희,5,2020-04-25,1,품질이좋고..빠릅니다.최고,
김교영,5,2020-07-14,0,편리하고 만족합니딘,
김승미,5,2020-09-03,0,편하고 물건다양해서좋음,
이하은,5,2020-06-09,2,로켓배송 급할땐 금액을 채워야해서 좀 미리사는 불편함외에는 다 좋아요,
오건,4,2020-08-17,0,새로 사용하고 있는 유저입니다. 물론 위메프나 티몬 같은 앱들과는 달리 굉장히 쓰기 편하나... 로켓배송이...좀...그렇네요 파는 상품은 어느정도 있는데 로켓배송 상품은 많이들 사는 품목이 아닌이상 특정 제품만 로켓배송이거나 드물은 경우가 있어서 로켓배송 가격을 채우기가 좀 힘드네요... 로켓배송 상품을 늘려주시고 물론 힘드시겠지만 좀 수요가 드문 상품들의 로켓배송 상품을 좀 늘려주셨으면 합니다.,
주영은,4,2020-09-18,0,다 좋은데 제발 필터에 품절 항목 제외하고 보는 기능 좀 넣어주면 안됩니까? 어떤 상품은 찾을 때 스크롤의 반 이상을 차지하는 경우도 있습니다. 가격 범위도 유동성있게 설정할 수 있으면 좋겠습니다.,
n a,2,2020-08-28,1,검색필터에 품절 제외 버튼은 언제쯤 만들어주나요? 페이지 한쪽이 거의다 품절인 경우가 가끔 있는데 물건찾기 바쁜데 당장 살수도 없는 물건을 굳이 보여줄 필요가 있는건가요? 구매 가능한 물건찾으려고 불편하게 다음페이지로 넘겨야하네요.,
MiSo Jo,5,2020-07-05,1,구입절차가 간편해요.🙏,
중국몽imf,5,2020-04-10,0,요즘같은 대재앙시대에 이런쇼핑몰이있다는게 참으로 고맙고감사합니다,
Myoung-joo Lee,3,2020-06-02,0,리뷰등 글자 크기좀 키워주세요 너무 눈아파요ㅠ,
이준호,1,2020-06-11,8,택배기사분들이 배송요청사항을 아예안보나봐요 분명 경비실에 놔두라고 썼는데 집앞에 던져두고 가네요 없어지면 택배기사 신고 가능합니까?,
이es,5,2020-05-08,0,로켓배송 빠르고 많은 제품 있어서 좋아요,
응가진,5,2020-08-24,0,우와!저는 그냥 그..레진?그런거 살려고 깐거였는데 정말 좋네요!다른 앱같은 경우는 배송할때 돈이 각각이였는데 이건 같이 배송되고 돈이 각각 배송 안되서 좋아요.또 이건 쿠팡이 빨리 배송되는것도 있으니깐 너무좋구요.그리고 검색하면 여러가지 상품이 나오니깐 다양해서 좋아요.근데 레진용 투명 필름이 없더라구요.그래서 좀 찾아보는 중이에요.만약 없는거면 쿠팡에 추가해주셔도 좋구요.긴글 읽어주셔서 감사합니다.,
-,1,2020-08-13,0,"휴대폰을 켜면 쿠팡앱이 자동실행 됩니다. 이게 정상적인 광고 방법이라고 생각합니까? 인터넷에 검색해보니 저와 같은 사례가 몇 년 전부터 있었던 것 같아 더 질리네요. 의도치 않은 오류였다면 좀 해결하시고, 의도한 구매 유도 수단이었다면 방법 좀 바꾸세요. 정말 불쾌하고 기분 나쁩니다.",
배용택,5,2020-05-16,2,빠른배송과 저렴한 좋은제품.,
Harry Kim,1,2020-09-05,0,직구 그따구로 할거면 채널 열지를 마세요 통관번호 입력하라고 카톡와서 입력해쓴ㄴ데 저장됐다고만 뜨고 최종 처리안돼서 며칠을 기다린건지 ㅡㅡ 아니 안도ㅒㅅ으면 안됐다고 알람이라도 보내든가 그러면서 직접 처리는 안된다? 장난해?,
정종숙,5,2020-08-05,0,완전편리하고좋아요 그리고저희엄마께서도완전편리하게사용을하고있는데.......배송이제시간안에안오는게좀기분이나쁠때도있지만배송시간이조금이라도늦게오지않았습면좋겠습니다. 그리고배송하시는배달분들도한분도안다치고조심히다니시면좋을것같애요. 한상고맙습니다.,
한kh,3,2020-08-22,1,검색 기능 좀 제대로 만듭시다. 인터넷초창기도 아니고 검색하고나서 보면 보이던것이 정렬만하면 어디로 사라져.이것 정렬기능이야? 은폐기능이야? 쓸모없는 무슨 일시품절인지 영구품절인지만 가득하거나 해외직구만 가득... 검색하다보면 다른 쇼핑앱에서 구매하게 만드는 놀라움. 쿠팡이 추천하는것만 사라고 만들어놓은 검색기능인지.,
이장수,3,2020-06-03,1,빨리 오는건 빨리오고 핑계대면서 늦게 오는건 늦게오고.,
장혜영,5,2020-04-10,1,빠른배송 믿을수있어 넘좋아요^^,
황은숙,5,2020-05-13,0,주문두 쉽구 배송이 정확 빨라서 조아요,
n nini,1,2020-06-22,6,구체관절인형 불법복제품 너무 많아 사절합니다^^,
최성한,5,2020-06-17,6,쿠팡을통해 에어콘 3대설치했는데 젊은기사2분이 설치해주었는데 매우 만족함니다,
so-hui Jeong,1,2020-08-29,1,진짜 서버 오류 뭐 이따구야? 결제 계속 오류나서 주문도 안되더니 돈은 세번이나 빠져나가고 ㅡㅡ 이거 해결하려고 실시간 채팅상담 하려했더니 서버 오류라고 안들어가지다가 몇십번 시도하니 들어가졌는데 채팅전에 카테고리 선택하는거에거 먹통나고 아무리 기다려도 안풀리고 ㅡㅡ 어쩌라는거. 쿠팡 오래쓰면서 저도 이런적 처음이네요ㅡㅡ 서버오류 결제오류 진짜 개떡같아요. 고객센터 전화도 있다고 하지만 모든고객들이 다 전화할 수 있는 상황은 아니잖나요? 진짜 개열받고 욕나옵니다. 돈빠져나간거 어떻게 해결하라고 ㅡㅡ 주문목록에 라도 남아있으면 같은 물건 세번온다해도 이거보단 덜빡치지 주문도 안됐는데 돈은 빠져나가? 뭔 날강도 ㅋ,
mon blue,1,2020-04-23,2,상품바꿔치기 계정정시켜버리기 실화냐ㅋㅋ,
권오성,1,2020-09-28,0,시도때도 없이 갑자기 실행되어 짜증이 납니다. 분명 설정된 권한은 하나도 없는데 구글앱을 쓸때나 핸드폰 잠금을 풀때 갑자기 쿠팡앱이 켜지네요. 삭제합니다.,
흰머리와감자껍질,5,2020-04-22,1,너무좋아요 빠른배송 저렴하고 품질좋은상품 쿠팡없었을땐어떻게살았나몰라 ㅠㅠ 살림꾼되는느낌,
Dongyeal Kweon,3,2020-07-18,1,빠르고 정확 믿음이갑니다,
SeungMin Kim,5,2020-08-09,0,"쿠팡이 좋은점 1.저렴한 가격에 빠른 배송 이 가능(쿠팡와우 월2,900원) 2.간략한 정보 필요한것만 딱 보여주는 인터페이스 3.정품인지 아닌지 확인이 가능함 쿠팡 단점 1.물건 종류가 제한적임 2.타사이트에 가격이 비싼제품이 몇개 있음 그래도 쿠팡이 좋습니다!! 쿠팡 화이팅!!",
infinite challenge,1,2020-09-06,0,컴퓨터로는 로그인이 되는데 스마트폰 앱에서는 자꾸 아이디나 비번이 틀렸다고 떠서 로그인이 안되요 웹페이지에 등록된 정보랑 앱이랑 연동이 안된건가요? 서로 다른 DB를 쓸리도 없을텐데,
유하은,2,2020-09-11,0,아니 카드 비밀번호 까먹어서 찾으려고 전화번호 쓰고 통신사 골랐는데 입력하신 정보랑 통신사가 맞지 않네요 이럽니다 아니 통신사도 재대로 썼고 전화번호도 재대로 썼는데 왜 이럴까요ㅜㅜ?ㅋㅋㅋㅋㅋ,
jj jj,3,2020-08-02,2,"쿠팡 자체는 좋은데, 어플에서 품절은 빼고 보기 같은 란을 만들어줬음 좋겠어요. 체크박스 정도로요. 품절된 거 밑에 품절 안 된 제품 있더라고요? 왜 품절된 제품을 가장 위에 두는지 모르겠어요.. 한참 내려서 찾아야 하는 경ㅇ 가 많아요. 필터가 쿠팡랭킹순이라곤 하지만 품절된 걸 구매할 순 없잖아요. 안 뜨게까진 바라지도 않고요. 제외하고 보기로 체크할 수 있도록.. 제발 좀.. 만들어주세요..",
hyunpyoung Yang,5,2020-05-17,2,선택의 자유ㅡ 약속의 정확성ㅡ신속한 배다르☆☆☆☆☆,
Yechan Go,1,2020-08-13,0,결제수단 등록을 위한 본인인증 절차에 오류가 발생해서 사용을 못함. 심지어 솔루션으로 탈퇴 후 재가입하라고 함; 내 쿠폰은 어쩌고? 그리고 더 웃긴건 탈퇴 후 재가입해도 또 똑같은 오류뜸ㅋㅋㅋㅋ,
이소미,5,2020-05-24,0,빠른 배송에 최고의별점을 드렸습니다~~^^,
JIN LUCIANO,1,2020-07-30,0,레고 박스 완전 뭉게져서 두번 왔길래 교환신청 했더니 이젠 마이페이지 접근조차 못하게 막아놓은듯 싶네요? 코로나 이후에 쓴돈이 최소 이삼천 되는데 버그인지 알고 일부러 막아 놓은건지? 바로 옆 지인 아이디로 로그인 하면 되는데 제 계정으로 로그인하면 위와 같은 일이 발생 되는 이유는요?,
Hyejin Cho,5,2020-04-10,0,결제하기 편하고 물건보기 편해요,
elly ahn,5,2020-06-01,2,앱도 편하고 배송도 빨라요,
김현욱파르티잔,5,2020-08-12,0,배송이 빨라서 좋아요 ㅎㅎ 😂,
PH K,3,2020-08-29,1,앱자체는 좋습니다. 매우 편리하구요. 근데 아이패드용이 없다는게 말이 되나요. E커머스 공룡으로 불리는업체가.. 글고 제 외국인 친구가 영어 버전도 필요하다고 하네요. 아직 멀었습니다 한국 이커머스 공룡,
종범김,5,2020-06-11,3,좋은제품들과 빠른뱨송좋아요,
유태훈,1,2020-05-23,2,상품이연결도안되고 쓰레기임,
희영이,1,2020-06-10,2,자꾸오류멘트뜨고 상품없다고 멘트가이상하게뜨네요ㅡㅡ,
이정희,5,2020-09-06,2,즐겨 이용 하고 있어요 안방백화점이예요,
김랄라_,5,2020-07-11,0,전 4학년 학생 이에요! 인형 살려고 깔았는데 너무 좋아용! 힘내세여!,
조은아,1,2020-08-09,0,쿠팡 많이 썼는데 문제생겨서 고객센터 문의하고난 후 메뉴얼 없는 응대법에 환멸나서 삭제합니다. 특히 쿠팡측 잘못은 하나도 없다는 식의 무조건회피형 답변 잘 들었구요. 제발 고생은 고생대로 하는데 힘없다는 이유로 택배기사님한테 잘못 떠넘기지 마세요.,
기산수기고 일 영,5,2020-06-04,1,반품잘돼고 신속배달에 비교적 싸요,
Google 사용자,1,2020-09-13,0,쇼핑앱 주제에 강제업데이트 실화냐?그리고 ㅁㅊ업뎃 좀 작작해라,
김김,2,2020-09-17,0,아니 왜 그러는거예요? 아니 로켓배송하려면 꼭 19800원 이상 구매하라는데 원래는 걍 구매가능헀었는디 왜 갑자기 생긴거예요? 그리고 만약에라도19800원결제 안하고싶으사람을 위해 로켓배송아닌걸로 배송고 해주던지 무조건 19800원? 웃기네,
정영수,5,2020-06-05,1,배송이 빠르고 제품도 좋아요,
Horyong Jung,3,2020-08-25,1,앱이 자기 혼자 실행되는 버그가 있네요. 지혼자 실행하고 네트워크가 연결되있지 않습니다. 이렇게 뜨네요. 네트워크가 없는 상태에서 호출되는게 계속 호출되는데 좀 고쳐주세요.,
Aiming Su,4,2020-06-26,3,옷을 샀는데 포인트가 적립이 안되요.,
마한,1,2020-09-05,1,"무슨 쇼핑 어플에 알림 설정도 없습니까? 로켓배송은 그냥 벨도 안 누르고 문 앞에 두고 가는데, 상품 알림은 맨날 문자도 아니고 어플 알림으로 보냄. 휴대전화에 알림이 울리는 것이 아니라 그냥 어플 내 알림 창에 조용히 쌓이고만 있음. 뭐 온 지 어떻게 알라는 거임?",
부산좌동날다람,1,2020-09-05,0,유튜브 보다가 놀라서 적습니다 최소한 태풍오는 날은 로켓배송이 문제가 아니라 다치는 사람이 안나와야할텐데 이번 태풍때 쿠팡택배기사님들은 목숨걸며 배송했다는걸 보고 기겁했네요 이건 본사에 문제가 있는것같은데 기사님들의 안전도 좀 생각하는 기업이 되었으면 하네요,
SHINE Mr.,1,2020-07-13,1,품절인 제품은 그때만이라도 좀 안나오게 해주세요,
김은지,5,2020-04-17,0,다른 싸이트보다 훨씬 저렴하고 로켓배송 정말 빠르고 좋아요,
Jonghun lee,5,2020-08-01,1,빠른총알배송 너무좋와요~^^,
최예린,2,2020-09-14,0,이름 정도는 그냥 바꿀수있게해주지 이름 바꾸려고 인증도하고 생쇼를 다했는데 기존 인증이랑 일치하지 않다고 뜨고 계속 페스세서는 인증성공했다는데 이름 바꾸려고 30분을 계속 이증하고있네...;;,
melody song,2,2020-09-20,1,"쿠팡 자체에 대한 평가가 아니라 이 어플에 대한 평가입니다. 근데 폰 마다 버전이 다르게 깔리나요? 폰을 새로 바꿔서, 어플들을 다 그대로 옮겼는데 쿠팡 앱은 이전 폰에서 쓰던 어플과 전혀 다른데요... 너무 불편해져서 못쓰겠네요. 검색 후 정렬 버튼도 없고 ...",
뚀롱,4,2020-06-03,1,좋아요 잘낮은 제품 가끔 있는거 빼고,
양은숙,5,2020-06-04,3,편하고 배송이 빨라서 좋음,
김지영,5,2020-09-19,0,전 쿠팡 계속 이용할거예요. 배송도완전빠르고 물건도좋아요 하지만 비싼것들이 몇가지있긴하지만요^^좋은것들은 참좋고 편리합니다. 배송조회가 좀더 정확하거나 물량확인확실히하고 올라와있으면더좋겠습니다.,
헤라{용 못된 이무기}.,3,2020-07-14,1,1/편하긴 하지만 검색을 해도 잘 안나옴. 2/회원가입이 쉽지않음 3/배송일이 너무 늦은게 많음,
박박영빈,1,2020-09-28,0,요즘 쿠팡 어플이 이상하다 한번씩 쿠팡추천이 안뜬다던지 있는 물품이 없다고뜨거나 쿠팡 물품도 배달하면 요새 왜다 기스가나서오고 품질도 좀이상함. 짜고 속이는듯한 느낌을 받는다 초창기때 쿠팡은 어디로갔을까?,
Jaewook lee,1,2020-07-20,3,누굴위한 업데이트 인가요? ... 한참을 기다리다 지쳐 결국 어플 삭제하고 재다운받는중인데 아직까지 다운로드대기중이라고 ㅜ.ㅜ 하루종일 기다려도 안됩니다 기존 문제없이 잘사용하고 있었구만... 휴대폰 용량부족할까 안쓰는어플 삭제해도 안되요 쿠팡 전산실! 일해야죠 이럴때 어떡해야 되나요,
몽키 매직몽몽몽,1,2020-05-04,2,제가 키친장남감을 시켰어요 근데 삼단 분리수거 가오는거 있져 너무 짜증나네요 쿠팡 별도 주고 싶지 않아요,
Sungwon Ryu,2,2020-08-05,0,쿠팡을 좋아하지만 앱이 백그라운드에서 뭔가 오동작을 함 폰 꺼놨다가 켜면 쿠팡 앱이 오류메세지를 띄우고 활성화 되어있음 몇일간 사용도 안한 앱이 혼자 뭔가를 하고있다는게 상당히 찜찜함 빨리 업데이트가 필요한 부분이라 생각됨,
김정민,4,2020-04-25,4,완전 만족 품목이 좀 더 많았으면,
MO.무,5,2020-09-08,0,안좋은점은 딱히 없는것 같아요..박스가 자주 구겨져서 오긴 하지만 그래도 내용 퀄리티는 좋더라고요 이때까지 물건에 대한 불만은 없었어요~^^,
곽윤주,5,2020-06-24,1,사장님 도데체 스토리하우스 이동주택은 배송이 어떻게 오는 겁니까....ㄷㄷ,
Google 사용자,5,2020-04-19,1,완전좋아요 가격도 제일싸요,
뀨뀨,5,2020-05-28,0,신선제품을 주문해봤는데 마켓컬리보다 훨씬 가성비가 훌륭합니다..마켓컬리는 외부포장에 너무 신경을 많이 써서 실내용물에서 실망을 많이 했는데 쿠팡프레시는 내용물이 굉장히 알차더라구요..앞으로도 계속 애용하겠습니다,
구정미,5,2020-05-20,0,"빠른배달 서비스가 좋음,",
