name,ratings,date,helpful,comment,developer_comment
이이기행,5,2020-06-15,1,결제 금액도 저렴하고 상당히 청소를 잘 해주시다보니까 저도 주변에 입소문 내게 된 앱이에요 . 미소 쓰고선 청소로 부터 해방 되었고요 주말에 시간 많이 생겼습니다 . 아무래도 맞벌이에다가 아이가 있다보니까 . 집안이 항상 더럽거나 정리가 안되어있었거든요 무튼 이용하고선 집안이 180 도로 달라지고 금액도 저렴하니까 금액적으로도 부담이 덜가더라고요,
김지아,1,2020-06-13,3,예약을 사전에했고 예약이 많은주라 추가금도 있다고해서 추가금도냈는데 하루전 오후5시 넘어서 클리너 배정이 안되었다는 알림과 설문을 해달라하네요. 날은 더워지고 개인업체에 더 알아보지도 않았는데 이런식으로 취소하거나 울며겨자먹기로 다른날에 서비스받게하는게 미소에서 추구하는건가요..클리너 배정량이 정해져있으면 예약을 더 받지말았어야죠. 이럴꺼면 예약은 왜하라하는거죠? 별 하나도 아깝네요. 그리고 1대1 실시간채팅창 30분넘게 기다려서 답변받아야되고 사무적인답변..챗봇이랑 대화하는 기분이였습니다.,"Miso, Inc.2020년 6월 15일안녕아세요. 김지아 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 날은 점점 더워지는데 실시간 문의도 지연이 되어 더욱 답답하셨을 고객님을 생각 하니 마음이 무겁습니다. 모든 고객님께서 저희 서비스에 만족하실 수 있도록 서비스 품질에 심혈을 기울이고 있습니다. 미소는 고객님께서 원하시는 시간에 서비스를 제공해드려야하지만, 성수기 주문 폭주로 인해 우수한 파트너님 배정이 어려운 경우가 있습니다. 양질의 서비스를 제공하기 위해 우수한 파트너님 모집에 항상 신경쓰고 있사오니, 이 점 양해 부탁 드립니다. 고객님의 불편에 다시 한 번 사과드리며, 개선된 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 감사합니다."
Jinguk Do,1,2020-06-10,13,"벽걸이에어컨 조금전 청소받았는데, 주변가구 보양을 위한 비닐과 걸레도 하나 안 가져오고, 약제 뿌린후 세정 작업까지 20분하고 끝이네요. 방바닥과 거실에 물이 흥건한데 걸레를 안 가져왔으니 당연히 그냥 가셨네요. 제가 닦았습니다. 문제는 가고나서 벽지를 따라 물이 흘러 내리고 있네요. 벽지에 자국이 남을까 걱정됩니다. 6만원이 상당히 아깝게 느껴지는 서비스였습니다. 미소를 통해 랜덤하게 기사를 배정 받는거 보다, 비용을 더 주더라도 미소 통하지 않고 검증된 업체에 서비스 받는게 좋겠습니다. 참, 완전분해 청소가 아니였습니다. 저는 송풍팬까지 분해하는지 알았는데 붙여진 상태로 청소입니다.",
윤상혁,1,2020-06-02,20,쓰레기같은 앱이에요. 예약 변경 취소가 실시간 채팅으로밖에 안되는데 답변 최소 30분 이상 기다리셔야됩니다. 30분만에 뭘도와드릴까요 하나듣고 다음답변은 또 언제올지 모르겠네요. 예약변경하려다가 빡쳐서 취소했구요 청소해주시는분들이나 상담원들이 잘못했다기보다는 앱 시스템 자체가 쓰레기인거 같아요.,"Miso, Inc.2020년 6월 3일안녕하세요, 윤상혁 고객님. 미소 서비스 이용에 불편을 드려서 진심으로 죄송합니다. 바쁘신 고객님께서 시간을 내어 저희에게 문의 주셨을텐데, 성수기로 인해 실시간 문의도 지연이 되어 더욱 답답하셨을 고객님을 생각 하니 마음이 무겁습니다.  다시 한 번 사과드리며, 더욱 개선된 모습 보여드릴 수 있도록 오늘도 최선을 다하겠습니다.  추후에 청소 서비스가 다시 필요하시면 찾아 주세요. 피드백 감사합니다."
박완호,5,2020-06-12,1,"6 살 큰애 , 4 살 배기 둘째 키우니까 청소 할 시간 엄두가 거의 안났거든요 ㅜㅜ. 거기다가 소소하게 소일거리도 하다보니까 . 청소 할 겨를이 전혀 없었네요 ㅠ 그래서 저도 소문듣고선 이용하게 된건데요 . 시간적인 부분에 있어서도 여유가 생기고 . 청소도 워낙 깨긋 히 해주시니까 집이 깨끗해지니까 마음도 편안해지고 . 좀 기분이 좋다라고 해야 하나 ?? 예전엔 이런게 사치스럽게 느껴졌는데 막상 가격 그리고 서비스 보니까 그런 선입견들이 깨지더라고요","Miso, Inc.2020년 6월 16일안녕하세요, 박완호 고객님. 미소 서비스를 이용해 주셔서 감사합니다. 고객님께서 미소의 서비스에 만족하신다고 하시니, 저희는 더욱 좋은 모습을 보이고 싶은 마음뿐입니다. 더욱이 바쁘신 고객님의 일을 덜어드릴 수 있어서, 저희는 오늘도 기쁘게 일하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
조현수,5,2020-06-12,4,청소 업체중에서 미소가 가장 깔끔하고 좋네요 . 이모님이 스케줄 에 맞춰서 딱 와주시고 마무리 까지 엄청 깔끔 하게 잘 해주셨네요 요번주 토요일에 부모님이 저희집에 내려오시는데 저희 둘다 맞벌이이고 . 퇴근을 저녁 9~10 시에 하니까 청소 할 겨를 이 없었거든요 . 제가 미소 신청하고선 잠깐 집에 있다가 청소 요청 드리고 잠깐 볼일 보고 다시 시간 다될쯤 집에 들어가니까 집안이 완전 달라졌더라고요 ㅎ 깔끔하게 청소 서비스 이용받고 싶다면 미소 추천 드립니다,"Miso, Inc.2020년 6월 16일안녕하세요, 조현수 고객님. 가장 깔끔한 서비스, 미소 입니다. :) 미소를 이용해 주셔서 감사합니다. 깨끗하게 청소된 집에 돌아 오면 편안하지요 ^^ 맞벌이로 바쁘실 고객님께 조금이나마 여유를 드릴 수 있어서, 미소는 오늘도 보람을 느끼고 있습니다. 저희 미소 생활청소는 시간제 서비스로, 효율적인 청소 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 오늘 받은 고객님의 칭찬에 만족하지 않고 앞으로도 최선을 다하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
R러스트,1,2020-06-12,1,최악의 서비스 연결앱. 예약이 많다고 추가요금 이야기 하고 1:1 문의로 된다고 하다 전날에 날짜 변경 요구함. 선택지에 분명 날짜 지정할수 있는데도 지들 멋대로 변경 요청하고 콜센터에선 당일까지 서비스 가능한 분을 알아보겠다는 말도 안되는 소리를 하다 되냐 안되냐 한참 물어야 힘들지도 모른다 같은 소리를 함. 써본 서비스 연결 앱중 신뢰도 최악임,"Miso, Inc.2020년 6월 12일안녕하세요, R러스트 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족하실 수 있도록 파트너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 미소는 고객님께서 원하시는 시간에  서비스를 제공해드려야 하지만, 최근, 성수기 주문 폭주로 인해 우수한 파트너님 배정이 어려운 경우가 있습니다. 양질의 서비스를 제공하여 고객님의 만족을 위해 우수한 파트너님 모집에 항상 신경쓰고 있사오니, 이 점 양해 부탁 드립니다. 고객님의 불편에 다시 한 번 사과드리며, 더욱 개선된 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다."
안이슬,5,2020-06-12,2,청소 업체 중 에선 미소가 가장 나아요 저도 원래 쓰던 업체 있었지만 이곳은 청소도 좀 별로이고 카드결제가 아닌 온니 현금 결제였거든요 . 여긴 카드 1 번 등록 해놓으면 청소 할때마다 알아서 결제 되니까 그게 참 편하더라고요 . 또 스케줄 잡기도 편하고요 . 요즘은 이런 생활 밀착 어플 이용하면 좋은게 삶에 질이 달라지네요 ^^ 매일 주말에 쓸고 닦고 ㅠ 청소 하고 정말 쉬는게 쉬는게 아니였는데 이거 알고나서부턴 주말마다 쉬고 있고 놀러도 나가고 그러네요,"Miso, Inc.2020년 6월 16일안녕하세요, 안이슬 고객님. 미소를 이용해 주셔서 감사합니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있는데, 고객님의 삶의 질이 달라지셨다고 하시니 저희는 오늘도 기쁘게 일하고 있습니다. 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 나중에 청소가 다시 필요하시면 미소를 찾아주세요. ^_^  코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 :) 감사합니다 ^_^"
김영광,5,2020-06-10,5,깔끔한 청소 해주셔서 감사합니다 . 이렇게 실생활에서 도움을 주는 앱은 이게 처음이에요 처음 이용했을땐 청소 서비스 받는거 자체가 저한테는 좀 사치 스러워서 부담스럽고 선입견이 있었는데요 직접 사용해보니까 그런 마음 싹 사라지네요 가격대시 제대로 청소를 해주시다보니까 금액적인 부분도 만족 스럽고 집안도 완전 깨긋하게 변했습니다 . 시간 많이 촉박하시거나 청소에 소질이 없으시면 미소 서비스 강력 추천 드리고 싶네요 ^^ 좋은 업체입니다,"Miso, Inc.2020년 6월 12일안녕하세요, 김영광 고객님. 실생활에 도움되는 어플, 미소 입니다. :) 미소를 이용해 주셔서 감사합니다. 깨끗하게 청소된 집에 들어서면 기분이 상쾌하지요. 미소 서비스를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 고객님의 기대에 부응할 수 있도록, 저희는 오늘도 최선을 다하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 추후 청소 서비스가 다시 필요하시면 미소를 기억해 주세요 ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. :)"
수빈,4,2020-06-12,4,"처음 써보았습니다! 깨끗해진 게 눈이 보이긴 한데 안 하신 곳도 눈에 보여요 ㅠㅠ 사물함 위, 세탁실, 설거지 후 뒷정리가 안 되어 있네용.... 세탁실은 문의드렸더니 청소 범위라고 해서 하시는 줄 알았는데 ㅜㅜ 그래도 고생하셔서 별 4개는 드립니다 :)",
지원심,5,2020-06-11,1,제대로 청소 해주셔서 감사합니다 . 묵은때가 싹 내려간 기분이에요 어쩜 제가 말씀드린 부분을 100% 완벽하게 청소 해주시는지 ㅠ 부모님 왔다가신줄 알았어요 . 꼼꼼히 해주시는것도 그리고 간간히 생활 꿀팁도 알려주시고 . 확실히 청소 전문가라 서비스가 남다르네요 처음 청소 업체 이용해본건데 대만족이고요 정기적으로 이용해볼까 심히 고려중입니다 . 요번에 이정도 금액에 이정도 퀄리티로 청소 받아보니까 이런 어플 다시보게 되네요 ^^,"Miso, Inc.2020년 6월 12일안녕하세요, 지원심 고객님. 부모님의 손길같은 서비스, 미소 입니다. :) 저희 미소 서비스를 이용해 주셔서 감사합니다. 정기 서비스를 고려하실 정도로 마음에 드셨다고 하시니, 더 좋은 서비스로 찾아뵙고 싶습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 가족들과 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 또한, 정기 서비스가 일회성 서비스보다 저렴하니, 정기 서비스 이용을 고려해주시길 부탁 드립니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
서진호,5,2020-06-15,0,청소로 자주 싸우다보니까 이용하게 된게 계기네요 윗집에서 괜찮다고 추천 해주셔서 ㅎㅎ 한번 이용해봤고요 스케줄에 맞춰서 이모님이 청소 해주시고 알아서 마무리 해주시니까 . . 저희 입장에선 정말 땡큐였네요 금액도 이정도면 부담 스럽지도 않고요 맞벌이 부부라던지 자취생이라던지 몸이 불편하신 어르신들이 좀 쓰시기 좋을듯 하네요 청소에 대한 스트레스가 아예 사라졌습니다,
윤앵지,5,2020-06-09,3,역시 청소를 잘 해주시긴 합니다 . 저도 지인 추천 받고선 다른 업체 이용하다가 좀 불만이 많아서 여기로 옮겼거든요 . 1 번째 좋은 점은 카드결제 가능 하면서 자동적으로 결제가 처리 되는 점입니다 . 2 번째는 이모님이 스케줄에 맞춰서 잘 와주시고 마무리도 완벽 하다는 점입니다 3 번째는 개인적인 시간이 상당히 생겼네요 . 암튼 청소로 부터 해방이 되니까 스트레스도 덜받고 요즘 살맛 납니다 ㅋ,"Miso, Inc.2020년 6월 12일안녕하세요, 윤앵지 고객님. 청소로부터의 해방, 미소 입니다. :) 저희 미소 서비스를 이용해 주셔서 감사합니다.  미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 고객님의 편리하고 간편한 이용을 위해서, 카드 결제 (카드는 한 번만 등록해주시면 되며, 카드 정보는 나이스페이에 의해서 안전하게 관리됩니다.) 및 가상 계좌 이용 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
유인숙,5,2020-06-13,0,청소 잘 해주셔서 감사합니다 . 옆집 에도 이거 추천 해드렸고요 아무리 해도 생겨나는게 집안일인데요 . 청소 부분을 미소에 맡기다보니까 집안일이 반으로 줄었네요 . 저희는 주 1 회 무조건 미소에서 청소 받고 있고요 . 이쪽 업체 좋은게 청소 잘해주시는것도 주시는거지만 정리나 생활 꿀팁을 간간히 알려주신다는점이에요 ^^ 이모님도 굉장히 친절 하시고요 . 요번엔 좀 부모님집도 여기 이용해서 청소 한번 해드릴려고요,"Miso, Inc.2020년 6월 16일안녕하세요, 유인숙 고객님. 추천하고 싶은 서비스, 미소입니다. :) 저희 미소를 이용해 주셔서 감사합니다. 고객님께서 이렇게 칭찬해 주시니, 더 좋은 서비스로 보답하고 싶습니다. 미소 서비스를 통해 고객님의 일상이 조금이나마 여유로워지셨다면, 기쁜 마음입니다. 저희는 고객님의 일상에 필요한 모든것을 쉽고 간편하게 만들어나가기 위해 항상 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. :)"
신광호,1,2020-06-12,0,3일지나 예약을 해주고 또 저녁9시에 전화와서 변동사항이생겨 취소되었다고 하는데 뭔 상황인지 어이가 없네요 어플 깔면 문자랑 어플도 따로 체크해야되고 장사 잘하세요,"Miso, Inc.2020년 6월 15일안녕하세요, 신광호 고객님, 미소 서비스 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 하오나 예기치 못하게 청소가 취소되어, 고객님 일정에 불편을 드린 점 진심으로 사과 드립니다. 앞으로 정성을 다해 꼼꼼하게 신경쓰는 미소가 되겠습니다. 피드백 감사합니다. 오늘도 좋은 하루 보내세요 ^_^"
이수연,5,2020-06-10,1,몇군데 청소 업체 서비스 다 이용해본 1 인입니다. 19 년 10 월쯤 한번 이용했었는데? 금액적인면에서도 미소가 가장 저렴하기도하고.. 결제도 간편하고 평도좋다보니 예약을해서 청소를 받았습니다. 제가 좀까다롭다보니 주문을 3~4 가지 하다보니 귀찮으실수도있었겟지만.. 내색하나 안하시고 도와주셔서 참 감사했습니다. 이번에 또 이용하다보니 이제야 리뷰남기네요.~,"Miso, Inc.2020년 6월 16일안녕하세요, 이수연 고객님. 미소를 이용해 주셔서 감사합니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 저희는 시간제 서비스로, 효율적인 청소 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^"
최클라,1,2020-06-12,0,에어컨청소 돈 더내고 예약해야 된대서 예약했더니 바로 전날 일방적인 예약취소라뇨. 약속 다 빼고 기다렸더니 일정변경만 가능하다하고 연락도 안되네요. 진짜 최악인듯,"Miso, Inc.2020년 6월 12일안녕하세요, 최클라 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족하실 수 있도록 파트너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 미소는 고객님께서 원하시는 시간에  서비스를 제공해드려야하지만, 최근, 성수기 주문 폭주로 인해 우수한 파트너님 배정이 어려운 경우가 있습니다. 양질의 서비스를 제공하여 고객님의 만족을 위해 우수한 파트너님 모집에 항상 신경쓰고 있사오니, 이 점 양해 부탁 드립니다. 고객님의 불편에 다시 한 번 사과드리며, 더욱 개선된 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다."
ㄴㄴ,5,2020-05-26,13,오랜만에 생활 밀착 앱중에서 정말 스마트한 앱 이용해보네요 . 집안 청소 어플 통해서 받게 될꺼라곤 상상 1 도 못햇는데 ㅎㅎ 청소 해주시는분들도 친절 하시고 이것저것 꿀팁도 알려주시고 앞으로는 무조건 청소는 여기다 맡길려고요 . 부모님집도 이거 한번 신청해드릴려고요 !! 무튼 변함 없는 서비스만 해주시길 바랍니다,"Miso, Inc.2020년 5월 28일안녕하세요, ㄴㄴ 고객님. 스마트한 어플, 미소 입니다. :)  미소 서비스를 이용해 주셔서 감사합니다. 미소의 서비스가 마음에 드시고 또 부모님 댁에도 미소를 이용하려 하신다고 말씀 주시니, 저희는 고객님에게 더욱 좋은 모습을 보이고 싶은 마음 뿐입니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다. :)"
주홍준,5,2020-05-28,4,한달에 3 번정도 이용하면 딱 맞더라고요 정기적으로 이용중이고요 이모님도 친절 하시고 청소도 정말 잘해주시네요,"Miso, Inc.2020년 6월 1일안녕하세요, 주홍준 고객님. 딱 맞는 서비스, 미소 입니다.  :) 미소를 꾸준히 찾아 주셔서 감사합니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 :) 감사합니다 ^_^"
주현순,5,2020-06-09,1,미소 이용후 집이 깨끗해 졌어요 저의 청소시간도 줄고 여유있는 시간을 보낼수 있어서 만족한 편입니다. 클리너님 내집처럼 청소 해주시니 주변사람들에게 추천하고 있어요,"Miso, Inc.2020년 6월 16일안녕하세요, 주현순 고객님. 미소를 이용해 주셔서 감사합니다. 바쁘신 고객님에게 여유를 드릴 수 있어서, 저희는 기쁘게 일하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해지도록 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
김양호,1,2020-05-31,2,후기 다 광고입니까? 하도 후기가 좋아서 이용했더니 청소를 대체 어디를 해준건데요? 침대맡 쓰레기 그래도 잇고 방바닥 구석 유리창 아것도 안되잇고 불편하실까바 시간동안 나가잇엇는데 집기대하고 들어왔다가 할말을 잃엇네요 초등학교애한테 시켜도 이것보단 잘하겟어요 주방 벽면이고 뭐고 아무것도 안되잇는데 뭘 하신건지 대체?,"Miso, Inc.2020년 6월 1일안녕하세요, 김양호 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 미소에서는 고객님에게 만족스러운 경험을 선사하고자 하는데, 그러지 못했던 점 진심으로 죄송합니다. 고객님께서 저희 고객센터와 상담하신 내용 확인하였습니다. 미소 서비스를 주문 하셨을 때, 기대하신 바가 있을 텐데, 미흡한 품질로 이용에 불편을 드려서 무거운 마음입니다. 해당 클리너에게 청소 관련 피드백 및 재교육을 진행하여  이번과 같은 일이 다시 반복되지 않도록 조치할 예정입니다. 다시 한 번 사과드리며, 만족스러운 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다. 오늘도 좋은 하루 보내시길 바랍니다."
이영현,5,2020-05-30,2,반상회할때 어플 안내했어요. 저도 홈클리닝 서비스 많이 이용해봐서 웬만한 업체 다이용했지만 여기가 가장 좋았습니다.,"Miso, Inc.2020년 6월 1일안녕하세요, 이영현 고객님. 가장 좋은 서비스, 미소 입니다. :) 저희 미소 홈클리닝 서비스를 이용해 주셔서 감사합니다. 반상회에서 미소를 추천해 주신 고객님에게 부끄럽지 않도록 오늘도 저희는 최선을 다하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
윤윤장호,5,2020-05-29,2,집안청소 할 시간도 안나고 이모님처럼 깔끔하게도 못하고 ㅠㅠ 그래서 이용하게 되었는데요 . 이모님이 찐 전문가여서 ㅋㅋ 정말 잘해주시긴 해요,"Miso, Inc.2020년 6월 1일안녕하세요, 윤윤장호 고객님. 미소를 이용해 주셔서 감사합니다. 퇴근하고 깔끔하게 정리된 집에 돌아오면 기분이 상쾌하지요. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 모든 고객님께서 미소 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
김김민수,5,2020-06-06,0,청소 업체중에서 미소가 가장 괜찮았습니다 . 결제 부분도 그렇고 금액적인 부분도 상당히 유리 하네요,"Miso, Inc.2020년 6월 10일안녕하세요, 김김민수 고객님. 장점 많은 서비스, 미소 입니다. :)  미소 서비스를 이용해 주셔서 감사합니다. 미소는 합리적인 가격으로 우수한 서비스를 제공하여, 우리 모두의 일상이 행복할 수 있도록 노력하고 있습니다. 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
이은혜,5,2020-05-19,5,"청소 서비스 처음 받아보네요 ㅎㅎ 결제도 쉽고 청소 스케줄 잡기도 편하고 이래저래 잘 이용중입니다 . 맞벌이 부부라 청소를 주말밖에 못하니까 주말엔 어디 못나가고 집안 청소 하느라 주말 다보내니까 ㅠㅠ 피곤 했거든요 . 청소도 솔직히 잘 마무릴 못지으니까 .. 그래서 이용하게 된건데요 가격 , 청소 디테일 등등 다 만족 합니다","Miso, Inc.2020년 5월 21일안녕하세요, 이은혜 고객님. 미소를 이용해 주셔서 감사합니다. 맞벌이 하시느라 바쁘실 고객님의 일을 덜어드릴 수 있어서 기쁩니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 청소가 다시 필요 하시면 미소를 찾아주세요 ^^ 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다.  코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다 :)"
남자이창하,5,2020-05-26,14,깔끔하게 청소 잘해주셔서 감사합니다 스케줄도 맞춰서 잘 와주시고 마무리까지 완벽 했습니다 . 100 점 만점중에 저는 한 95 점 드리고 싶네요 ^^ 저도 이거 아랫집에서 추천 받아서 이용해본거였는데 제일 장점인게 뭐냐면 주말에 청소로 시간을 안잡아먹어도 된다는거에요 ㅠㅠ 맞벌이라 청소 때문에 스트레스 많았는데 이게 좀 도움이 되네요,"Miso, Inc.2020년 5월 28일안녕하세요, 남자이창하 고객님. 마무리까지 완벽한 미소입니다. :) 미소를 이용해 주셔서 감사합니다. 맞벌이 하시느라 바쁘실 고객님의 일을 덜어 드릴 수 있어서 진심으로 기쁩니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 가족들과 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
배성희,5,2020-06-11,1,옆집이 쓰고 있어서 저도 이용해보게 되었고요 청소 잘 받았습니다 ㅎ 스케줄 잡으니까 알아서 잘 와주시고 이것저것 정리랑 청소 해주셨네요 처음 이용해보고선 주말에 여유롭게 보냈 습니다 !! 맞벌이 부부에겐 선택이 아니라 필수인듯 ^^ 괜찮게 잘 해주시고 하니까 부모님집도 한번 신청 해드리고요 저희는 1 달에 2 회 정도 꾸준히 사용할려고요 . 요번에 청소 해주시는거 보고 저희가 하는거 보다 여기서 해주시는게 100 배 더 낫겠다 생각이 들어서 ^^,
Bloom Bloom,5,2020-05-20,2,청소 업체 여러군데 이용해봤고요 미소 좋은점이 상당히 많더라고요 . 다른곳 이용하다가 미소로 갈아탔는데요 ㅎㅎ 일단 여기는 카드 등록 하고선 알아서 결제가 되니까 좀 편리했네요 제가 전에 썻던곳은 온니 현금이라 ㅠㅠ 그리고 이모님들도 전문가분들이시다보니까 알아서 꼼꼼히 잘 청소 해주시더라고요 ㅎㅎ 이용할만 헀어요,"Miso, Inc.2020년 5월 22일안녕하세요, Bloom Bloom 고객님. 쓸수록 장점이 많은 미소입니다. :) 미소 서비스를 이용해 주셔서 감사합니다. 깨끗한 집에 들어서면 기분이 상쾌하지요~ 저희는 고객님의 일을 덜어 드릴 수 있어서 기쁩니다. ^^ 고객님의 편리한 이용을 위해서  카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
