name,ratings,date,title,comment
,3,2020-07-07,아이패드 가로 버전 호환 되도록 부탁드려요,마켓컬리 너무 잘 쓰고 있는데
,5,2020-02-05,제품이 다양하면 좋겠어요,앱은 사용하기 편하고 사진도 고급지고 좋은데
,5,2019-12-18,만족합니다  신선하고 다양한 식품들을 다양하게 갖추고 시간과 노동을 아끼게한 요즘시대에 정말 필요한 “장보기” 마구마구 주변에 알려요 야채가 방금 밭에서 온거같다고..,마켓컬리 마켓컬리
,5,2019-12-13,편하게 신선하게 바로 먹을 수 있어서 좋네요,아침에 바로 받아서 먹을 수 있어서 좋고
,2,2021-02-01,다 좋은데요,"제품을 한두개 오는데 큰 아이스박스에 보낸다던지, 충분히 묶음배손해서 아이스박스를 아끼면 좋은데... 너무 따로따로 보내셔서 포장이 부담스러워요.. 제품을 여러개 주문하고싳은데 또 따로따로 과대포장해서 올까봐 주문이 꺼려집니다. 이번에도 물건이 따로따로 온다면 심각하게 고민해봐야 할것같습니다"
,1,2019-08-22,참; 왠만해선 리뷰안쓰는데,휴가내고 본가(지방)에 오랜만에 가서 맛있는거 해드릴려고 여러가지 주문했어요. 그 중에 한 품목이 택배배송안된다고 팝업창 하나 뜨길래 확인 누르고 결제했는데. 아니 아무도 없는 제 자취방으로 배송이 됐네요; 이 무더운 여름에 5일 동안 집엔 아무도 없는데 그 집 앞으로 배송된 신선식품 택배 사진을 300km도 넘는 곳에서 보게 될줄이야..
,1,2018-02-12,서비스 최악,"1+1 행사한다해서 36,000원 짜리 바디크림 구매했는데 동일 제품이 안오고 증정품만 와서 왜그러냐고 전화해보니까 사이트마다 표기법이 다르고 여기에서는 1+1이 증정품 준다는 뜻이라함ㅎㅎ 근데 웃긴게 마켓컬리 다른 증정품 행사하는 제품들 보니 하나도 1+1으로 안적혀있고 gift로 적혀있음. 한마디로 본인들이 잘못 공지한건데 사과도 없고 보상은 딸랑 적립금 3천원만 준다해서 어이가없어서 됬고 그냥 환불하겠다고 하니까 그것도 안된다고 함. 그리고 전화 끊으니까 1+1에서 gift로 바꿔놨음 ㅎㅎㅎ 이거 다운받을바에 핼로네이쳐가 서비스나 신선제품 면에서 훨씬 좋으니 그 앱 받으시길 바래요."
,5,2021-01-22,너무 편해요~,"먹거리 새벽에 배송받아 아침에 먹을 수 있고, 너무 편리합니다. 포장도 너무 정성스럽게 와서 기분 좋습니다~"
,5,2020-09-17,정말 맛나보이는게 기대됩니다.,맛있는 상품이 많고 편리한 쇼핑과 결재시스템이 맘에 드네요~~ 번창하세염
,5,2020-08-31,좋아요,좋은데 11시부터 주문할수있다고 해서 11시까지 기다렸는데 1분 지나고 나니.. 다 품절이라니오.. 이거.. /무슨 문제인가요...?
,5,2020-07-29,샛별배송 좋아요,편하게 장을 볼 수 있어서 너무 좋습니다
,5,2020-06-22,컬리의 어플 편의성,"실제 사용해보니 편하게 잘 되어있어, 사용하기도 쉽고 결제시스템도 번거롭지 않고 나무 좋은것 같습니다."
,5,2020-01-15,점점 다양해지는 제품,처음에는 제품종류가 없어서 한계가 있었는데 점점 다양해지는 제품덕분에 선택의 폭이 넓어졌어요
,5,2020-05-13,마켓컬리 신세계네요,처음 배달 시키는데 넘 좋네요 무엇보다 아침일찍 갖다주시고 밤에 주문해도요^^
,4,2021-01-20,좋습니다!,다좋운데 약간 아쉬운점은 후기볼때 일일이 클릭해야하는게 좀 불편하더라구요 별점도 추가해주시면 보기 더 편할꺼같아요!
,1,2020-09-28,오배송 처리가 혈압오름,냉동 오배송 된거 회수한다고 해서 안버리고 계속 집 앞에 내놓는데 5일째 미회수^^......
,5,2020-02-23,너무 간편하게 장보고 있어요,마켓컬리 주문한뒤로
,5,2021-03-08,간편한 쇼핑에 도움이 되는 앱,사용하면서 불편함 느끼지 않고
,5,2021-01-10,신세계,항상 직접 눈으로 보고 사는게 편했는데 마켓컬리를 접하고 그냥 여기서~ 믿음이 가는 사이트~ 너무 좋아요~
,4,2021-02-18,깔끔한 포장,모든 제품이 깔끔하게 잘 포장되어 와서 기분까지 설레게 합니다.
,5,2020-08-17,항상 쇼핑이 즐거워요.,갑작스런 쇼핑으로 당황될때
,4,2020-09-16,좋아요,다양한 물건들을 살 수 있어 좋아요~
,5,2020-07-02,항상 좋은 제품 저렴하게 구매하고있어요,항상 감사합니당 ㅎ
,2,2020-07-28,늘 사는 것 항목이 없네요,모바일웹에는 있는데 어플엔 없다니요.. 무려 2년 전 리뷰에도 위시리스트 있으면 좋겠다고 돼있는데 그동안 개선이
,5,2020-04-08,만족,택배배송으로 받지만 포장도 너무 꼼꼼하고
,5,2020-03-02,깔끔하고 유용해요.,"아기를 키우고 있는 직장대디인데요. 아기를 양육하면서 필요한 물품과, 바쁜 일상 속에서 쉽게 찾을 수 있는 물품이 많아서 좋아요. 고마워요."
,5,2020-02-29,완전 편합니다,마트에 차몰고 가면 시간도 주차하고 카트끌고 다시 집에 와서 짐나르면 1~2시간.  마켓컬리 이용하면 아침에 떡하니 문앞에 신선한 상품이. 소량 상품도 많아서 좋습니다
,5,2020-02-17,마켓컬리,요즘 방학기간이기도하고 코로나 때문에 뒤숭숭한데
,1,2020-02-25,시국이 아무리 이지경이라지만,"이건 너무 아닌것같아서 리뷰 쓰게됐네요. 저는 분명 23일 일요일 오후한시에서 두시 사이에 주문을 했고, 결제도 완료 했는데 택배배송지역이라 다음날 저녁쯤 오겠거니하고 기다리는데 냉장식품을 제외한 제품은 도착했으나 냉장식품만 오지않았음에도 불구하고 앱에선 모든제품이 배송완료되었다고 되어있어서 저녁에 1:1문의를 했는데 아직도 답변이 오지않았고 카톡으로 문의를 했는데 분명 저는 23일 일요일 오후1시경 주문완료를 했는데 24일 오후6시에 주문을 했다고 하셔서 너무 당황스럽고 화가나네요. 아무리 시국이 이시국이라지만 이렇게 배송이 계속 지연되고 제 주문시간을 바꾸는건 너무 아니지않나요? 전화연결은 계속 안되고. 너무 화나네요. 편하다 생각했는데 너무 화나서 배송완료후엔 아마 쓰지않을것 같네요. 너무 실망입니다."
,5,2020-01-21,희소성 있는 상품을 빠르게 배송해줘서 좋아요,"한번 이용한 이후로 특별한 선물 하고싶을때,"
,5,2020-01-03,마켓컬리 호감앱이예요,상품들이 더 늘어나 좀더 다양한 상품이 있길바래요
,5,2020-02-03,베스트가 좀 더 분화된 카테고리로 보임 좋겠어요,베스트코너를 이용하는데 좀 더 세분화해서 항목별로 보임.쇼핑하기 더.좋을듯 합니다
,4,2020-11-25,"친환경 포장,,박스 재활용으로 기부하는것을 응원합니다,,","하지만 얼마전 코다리는 둘중 하나가 진공포장이 뜯어져서,, 좀 아쉬웠어요~"
,5,2021-04-10,양지문화,버섯종류와 양 선택범위가 좀 더 넓었으면 좋겠습니다^^. 항상 수고 많으세요~ 감사합니다.
,4,2020-07-14,너무좋은데 문제가 생겼어요,정말 좋은데
,1,2021-04-07,저만 이런가요 ???,"10번 중 8번은 앱 열때 ‘문제가 발생했어요’배너가 뜨고 안들어가집니다(그리고 무한반복) 앱 지웠다 다시 깔아야 하구요, 건강한 제품 찾으려다 화딱질 나서 암걸리겠어요.. 그리고 왜 관심상품 찜하는"
,5,2020-07-01,마켓컬리,편하게 장볼 수 있어 좋아요~
,5,2020-06-26,완전 편리함과 환경을 생각하는,코로나로 인해 장보러 가기도 꺼려지는데 너무 편하고 좋아요 환경까지 생각하고 정말 좋은어플👍🏻
,5,2020-06-20,좋아요,우연히 가입한 마켓컬리
,5,2020-05-09,엄청 편하고 좋아요,진짜 너무너무너ㅜㅁ너무너ㅜㅁ 좋고 오프라인에서 안 파는 것들을 다 살 수 있어서 좋고 배송도 빠르고 포장도 엄청 좋고 다 좋아용!!!!!!!!! 마켓컬리 최고ㅠㅠㅠㅠㅠㅠ
,5,2020-02-11,마켓컬리 최고에요,진짜 신세계❣️❣️❣️
,4,2020-04-02,책갈피 기능 추가해주세요!,상품도 다양하고 너무 좋습니다.
,3,2020-03-14,여긴 급해서 시키는데,"다음날 당장 먹을거 없을때마다 이용하는데,"
,5,2020-01-30,포장재만으로 계속 이용,같은 상품도 다른 사이트에 비해 비싼 것들이 많기는 한데 환경을 생각하는 포장재를 사용해서 너무너무 좋음 특히 아이스팩 너무너무너무 좋음
,4,2020-02-11,마켓컬리 좋아요^^,저녁에 주문한게 아침에 현관문 열자 도착해 있는걸 보고 넘 신기하고 기쁘고 했어요 배달해 주시는 분께 넘 감사드리고 앞으로도 잘 부탁드립니다 ^^ 감사합니다😊
,4,2021-03-31,좋은 점이 많습니다.,다만 구매하기를 눌러서 들어가봐야 세부품목의 재고 여부가 파악되는 점이 개선되면 더 좋을 것 같아요.
,5,2021-03-24,마켓컬리 애용합니다!,신선하고 배송 빠르며 친환경 포장에 신뢰가 갑니다.
,4,2021-03-29,마켓컬리,쇼핑하기 편하고 퀄리티가 좋고 바로 배송해서 좋아요
,5,2020-09-14,추천상품이 다양해 쇼핑하기 좋았어요!!,"베스트 상품, 신제품, 알뜰쇼핑"
,5,2020-01-10,익숙해지고 있는 캘리,간편해서 좋아요
,4,2020-09-08,배송 빠르고 상품 질 좋아요,배송 빠르고 상품들 다 질 좋은 거 같아요 ! 다만 그에 따라 가격이 좀 있는 편입니다. 아쉬운 점은 포장 쓰레기가 너무 많이 나와 죄책감이 생긴다는 점
,5,2021-01-06,통통살가라아게,에어프라이로 12분 조리해서 먹었는데 부드럽고 짜지도 않아서 정말 맛있습니다
,4,2019-12-17,애용해요,"일단 물품이 좋은 게 많아요 배송 빠른 거도 한몫하구요 아쉬운 점은, 희소한 물품이 많은 반면 그만큼 품절이 많아서 정말 필요할 때 가끔씩 못 사게 되는 경우가 있어요 그거 빼곤 전 다 만족합니다"
,5,2020-09-19,좋아요,오프라인 믿지 않지만
,1,2020-12-26,UX가 사용자 배려를 전혀 안하고 있네요,리뷰 확인도 한줄만 살짝 나와 너무 보기 힘들고(반드시 상세 진입해야하고 좋다는건지 뭐라는건지) 샛별배송 택배배송 명확히 표기도 안되고 (배송구분에 샛별배송/택배배송 둘다 써놓고 상세설명의 배송안내에도 두가지 배송 방법에 대한 안내가 모두 있으면 도대체 그 상품은 샛별인가요 일반인가요?) 경쟁사 앱에 비해서 너어어어무나 사용자에 대한 배려가 없네요. 상품 품질은 좋을지 몰라도 앱 UX가 경쟁사들 앱에 비해 이렇게까지 처참해야 하나요?? UX 별 1개도 아깝네요...
,1,2020-11-12,이용안하는게 맘 편하겠어요,"익산 배송불가지역 공지(9월) 후 현재는 11월...기다리고 있는 상황에 다른곳에서 보내는 cj대한통운 택배 너무 잘오고 있구요 낮에도 오고 어차피 지방이라 받는건 비슷해요 근데 마켓컬리만 배송불가지역 해제할 생각 1도 없네요 문의해도 답변도 대충,, 애초에 해제 논의조차 안하고 있다는 답변을 받았어요"
,5,2020-07-22,여러제품을 한번에 새벽에 배송,다른곳에선 배송비를 꼭 내야하는데 여기선 여러 제품을 하나씩만 필요한것만 주문하니까 너무 좋아요 새벽 배송이 여러곳이 있지만 마켓컬리가 찐~
,1,2020-08-01,샛별지역 거주자한테만 좋은 쇼핑몰,"택배사 휴무라고 23시 이후 주문 가능하다고 해서 기다렸는데 구매하고자 했던 제품이 품절 됐습니다. 장바구니 다 담아뒀고, 23시 이후 결제하려고 기다렸는데 그 사이 샛별배송 지역에서 주문이 다 들어갔나봅니다^^."
,5,2020-05-21,배송,신선한 식재료를 이렇게 빨리 문앞까지 배송해 주시고 배송해주시는 기사님 노고에 진심으로 감사드립니다. 기사님들 힘내세요!!
,5,2021-02-06,찜 기능은 왜 없나요..?,장바구니가 터져나갈 것 같아요...
,5,2021-01-14,마켓컬리 좋아요~~,제품의 질이 좋은것 같아요.
,5,2020-11-20,마켓컬리중독..,상품도 넘 좋고 배송도 빠르고
,5,2020-07-24,좋아요,많이 사고 싶어서 항상 고민이지만 신선한 제품을 편하게 받아볼 수 있는 매력에 또 찾게 되네요^^
,5,2020-05-26,정말좋습니다,아침에 도착한다고했는데 새벽네시에 도착하더라구요. 덕분에 아침도 든든히 먹을수 있었습니다^^
,4,2020-07-09,편리해요,오늘주문하면 내일 새벽에 도착해서 너무 편리합니다. 떨어진 재료 바로바로 채울있어 좋아여. 계속 이용할려구요^^
,5,2020-05-13,완벽한포장,언제나 주문할때마다 깔끔하고 안전하게 배달되네요~ 물건도 여태까지는 다~좋았어요^^
,3,2019-01-12,신규회원 유치도 좋지만 기존회원들에 대한 혜택도 추가해 주세요!,"물론 아직 많이 안 알려지고 그런 건 알겠습니다만 장기적으로 신규회원 및 기존회원 모두 만족할 수 있는 마케팅 및 pr적인 관점과 이벤트, 혜택 등에 대한 필요성을 느낍니다!"
,5,2020-04-03,마켓컬리,마켓컬리 손쉽게 온라인으로 주문가능하고 너무 좋네요 근데 부산은 빠른배송이 안되는게 아쉬워요ㅜㅜ
,5,2021-01-08,안전배송 부탁드립니다.,쿠폰이 있어 장보기 망설이다 해놓고 눈이내리고 강추위에 걱정됩니다.꼭 일찍 안받아도되니 안전운행부탁드립니다.
,4,2020-02-05,제품들이 아주 마음에 듭니다.,"과일이랑 빵이랑 그리고 우유,채소를 주문했는데 신선하고 맛도 좋았습니다."
,4,2021-04-13,다~ 좋아요...,배송을받을때마다 선물받는기분이입니다~하지만...문제는 포장박스입니다... 재활이되기는하지만...너무 믾이나와요...ㅠ
,5,2020-11-29,다운할때랑 가끔 오류로 고객센터 문의하라고,저번에도 그러더니 또 이러네요~ ㅜㅜ어떻게 해야할까요
,3,2021-01-05,좋아요기능,좋아요 누르면 좋아요 누른 상품들 한번에 볼 수 있는 기능 만들어주세요! 홈페이지 마켓컬리는 이 기능이 있은데 어플은 없어서 장바구니에 다 담아놓고 내일 바로 필요한 상품들 따로 선택해서 주문하고있습니다...
,5,2020-11-26,편리합니다,외국에서 살다 나와 자가격리중인데도 마켓컬리 덕분에 불편함없이 먹거리 생활이 아주 편하네요~굿입니다~^^
,5,2020-11-12,소량 판매,소량으로 여러가지 한번에 구매할수있어서 좋아요~
,5,2020-11-09,빠른배송....good!!!,바쁜 하루....
,5,2017-10-28,항상 잘 이용하고있어요!,전 날 밤 11시까지 주문하면 다음날 아침에 받을수있어서 자주 애용해요!
,5,2018-07-10,에러,자꾸 에러나서 어플이 안열려요
,5,2020-02-10,새로운 제품들이 계속 진행되어 재방문을 하게 됩니다,제로베이커리가 입점해서 좋아요.메뉴 더 늘려주세요.
,3,2020-10-26,상세정보 보려고 하면 하얀화면 뜨면서 아무것도 안보임,어플 받아만 놓고 안쓰다가 오늘 주문하려고 보니 물건 누르면 하얀화면 뜨고 아무것도 안보이고 여러번 눌러야 보이고.. 장바구니에 그냥 대충 담아서 결제하려고 하니까 결제화면도 하얗게 암것도 안보이네요 불편해서 결제 어떻게 해야할지 모르겠어요. ㅠ
,5,2019-12-22,꾸준히 애용하고 있어요,마켓컬리 덕분에 퇴근 후 장보러 가지 않아도 되고 좋은 제품들이 너무 많아서 편리하네요
,5,2020-10-30,정말,이용하기 편리하고 대부분의 상품에 너무 만족합니다.배송 빨라서 제일 좋아요.
,1,2021-03-03,상품 품질 보장 안되고 서비스 품질도 낮음,상품 품질관리도 안되고 성의없는 답변과 기계적인 대응 진짜 짜증나요
,1,2020-11-21,마켓컬리 불매,점점 서비스 안좋아지고 1:1문의는 해결해준거 단 한 번도 없고 비싸고 질 떨어지고 양적고.....
,5,2020-09-25,아기 키우는집,이유식 재료로 조금씩 팔아서 너무 좋아요!
,3,2020-10-15,어플이안켜져요,작년부터이용하려고해도 어플이 켜지질않아요 ㅜ 왜그런걸까요 실행하면 문제가발생했다 고객센터로 문의달라는데 저만이런가요 ㅠ
,5,2020-05-11,좋아요 컬리^^,배송 짱!!
,5,2020-05-03,쇼핑에 유용한 웹 시스템,원하는 품목을 품질과 가격 등을 기반으로 제시하여 쇼핑 시간을 단축하는 등 보다 용이하게 최고의 상품의 선택을 할 수 있었습니다.
,5,2020-04-19,새벽배송 최고,배달해주신는 분께는 늘 감사하고 죄송하지만 아침 식사를 편하게 준비할 수 있어 전 행복합니다. 행복을 전하는 마켓컬리 응원합니다.
,5,2020-04-18,편리하게 잘 이용하고있어요.,맛도 좋고 배송도 빨라서 반찬준비하는데 많은 도움이 되고 있어요. 실속 가격대 상품이 더 많았으면 좋겠어요
,5,2020-04-17,좋은 이미지...^^*,제품들도 깔끔하고 신선한 이미지이구요 왠지 믿음이 가는 앞으로도 주위 사람들에게 많이 소개 하고싶은 그런곳이네요...^^*
,5,2020-04-15,주문하기 편리해요.,그러나 품절이 너무 많고 그래서 그런지 전체적으로 상품을 선택할 수 있는 폭이 너무 좁아요.
,5,2019-12-23,늘 필요한 ~~~,요런게 있었으면 좋겠다 했었는데
,4,2020-02-27,품질보장,제품의 다양성은 없지만 대체로 품질이 좋아요.
,5,2019-12-19,마켓컬리의 다양함,일단 재료 신선함이 좋고 다양함
,4,2019-12-20,새벽배송 좋아요,신선제품 문앞에 오는 너무 멋진서비스 만족하고 잘.이용하고 있어요. .
,1,2018-07-24,.,"지인의 추천을 받아 가입 후 첫 주문후 배송 오류때문에 항의시 내일 발송해주신다는것 외에는 아무런 조치가 없었습니다. 당일 필요해서 날짜에 맞춰서 주문한 사항이고 배송 오류가 있을 경우에는 퀵으로라도 보내주신다던가 아니면 적절한 사과가 있는 것이 맞는 걸로 알고 있는데 내일 보내주신다는 말만 하시는 것에 일단 일차적으로 실망했습니다. 상담원분이 잘못한 것은 아니기에 일단은 끊었으나 그 직후 문자로 할인쿠폰을 위해 설문에 참여해달라는 링크가 오더군요. 할인쿠폰 됐으니 배송에 신경 써주세요. 긴급한 배송을 원해서 이곳에서 쇼핑한 건데, 실수에 대한 적절한 피드백이 없는 것 같네요. 첫 구매였으나 다시는 여기를 이용할 것 같지는 않습니다"
,5,2019-02-20,감동 서비스,리뷰 처음남겨요.
,5,2019-03-23,좋아요,한가지 건의를 하자면
,1,2019-08-23,환경오염 문제 개선노력 없는 마켓컬리는 이용 안하려 합니다.,"한참 전부터 제기되어 왔던 문제인 과포장에 대해서는 팔짱만 끼고 마땅한 해결책을 내놓지 않는 마켓컬리. 이미 저뿐만 아니라 많은 소비자들이 과포장에 질려 마트에 직접 가는 걸 선택하게 되었습니다. 지금 당장 매출 좋고 잘 나간다고 방관하지 마시고 과포장으로 인한 쓰레기 문제를 심각하게 고민하시길 바랍니다. 이 문제가 해결되지 않는 한 저는 마켓컬리로 돌아가지 않을 겁니다. 이마트도 새벽배송에 뛰어든 마당에, 마켓컬리를 대체할 수 있는 브랜드가 없다고 착각하지 마세요. 최소한 이마트는 이 환경오염 문제를 직시하고 문제를 최소화하기 위해 재사용 가능한 백에 넣어서 배달해 주고 있습니다."
,5,2020-10-07,새벽배송,"좋은 식품과 가격, 빠른 배송까지 늘 감사한 마음으로 만족스러운 구매하고 있습니다."
,5,2020-05-17,마켓컬리 좋아요,마켓컬리 너무 좋아요! 재료도 신선하고 배송도 정확하게 잘해주셔서 만족합니다! 앞으로도 꾸준히 주문할 것 같아요
,4,2020-08-20,너무 좋아요,너무 좋은데 카카오페이를 쓰는 유저라 카카오페이도 생기면 좋을 것 같네요 !! 할상 신선한 음식들을 보내주셔서 감사합니다
,4,2020-06-20,최고예요!,불편함 없이 잘 사용하고 있어요^^
,5,2019-12-18,물건도새벽배송도 모든수고를아낌없이해주셔서감사드려요,할인쿠폰물건 새벽배송까지 받는사람의 입장까지 생각해 주신점감사드립니다
,5,2019-12-14,늘 노력하는 모습이 보기 좋습니다,환경때문에 주문을 자제하겠다고 생각했는데 테이프까지 종이로 바꾸는 컬리을 보고 더욱 믿음이 생기고 신뢰가 쌓여가고 있습니다
,5,2021-01-21,국산 제품이 다양했으면 좋겠습니다.,"마트에 없는 해외제품은 있지만, 국산 브랜드가 별로 없네요."
,5,2020-10-17,마켓컬리 중독 되었어요...,사용하기 편리해요 ㅎㅎ 다만 재입고 알람이 저에게만 안뜨는 거 같아요..? ㅎㅎ ㅠ
,5,2020-02-17,듣던 명성 그대로네요,광고로 접하기만 했는데
,4,2020-09-21,포장재를 조금만 줄이는 방법을 고려해주세요,넘 편하고 좋은데 포장재가 넘 많아서 이것만 개선되면 좀더 많이 이용할거 같습니다
,5,2019-12-16,편리한쇼핑,다른앱에 비해 디자인도 예쁘고 카테고리가 디테일 있게 정리되어 있어서 사용하기 편리합니다.다만 가격이 동일제품인데도 가끔 비쌀때가 있어요!!
,4,2020-01-07,조금 더 다양한 상품을 한 눈에 보고싶어요,"베스트, 신상품 탭에 한정된 상품들만 있어서"
,5,2020-12-17,급할때 너무 좋아요,퇴근하고 장봐서 들고오기 힘든데 힘들거나 급할때 너무 유용하게 사용합니다 항상 택배사님께 감사합니다~~~
,3,2019-08-09,일본제품 우대?,"한번 써볼까해서 깔아봤는데, 제품 검색하니 일본제품이 항상 상위로 뜨네요. 일본제품은 있어도 한국제품은 없는 것도 많고요. 사용자가 많이 찾아서 그런가....정렬기준이 뭔지 모르겠지만 기분나빠서 지웁니다."
,4,2021-02-23,좋은상품 많아요,종류별 브랜드별 상품이 많은거 같아요
,4,2020-12-13,리뷰작상시 사진선택이 안돼요,그래서 글로만 남기네요 ㅠ ㅠ찍어놓아도 쓰질못하고 적립금도 못받고 아쉽습니다
,5,2020-09-23,늘 좋아요,마켓컬리 덕분에 늘 맛있는 아침이 됩니다^^
,5,2020-09-20,꾸준히 이용중,좋아요! 다양한 상품이 있고 설명도 잘 되어 있어서 고르기 쉽고 편하네요. 배송은 말할 것도 없구요.
,5,2020-08-31,빠르고 편리합니다,수도권이 아니라서 새벽배송은 안되지만 주문 다음날 배송됩니다 카테고리별로 되어 있어 편리하고 냉동상태로 잘 배송되네요
,5,2020-05-01,사용자 편의가 반영이 잘된 앱인거 같아요,사용하기에 편리하네요
,5,2020-03-11,항상싱싱하고 맛보장할수있어 적극추천해요^^,주문한재료모두싱싱하고 너무 좋더라구요
,5,2020-01-16,완전 좋아요...,아침에 장보고 온것처럼 아주 편하게 맛난걸 먹을수있어서 좋아요....
,5,2021-03-10,계속 더 잘되길!,마켓컬리 앱도 깔끔하고 상품들 퀄리티가 너무 좋은 것 같아요!
,5,2021-03-09,좋아요,자가격리 2주하면서 사용하게 됐는데 너무 유용해요. 앞으로도 쭉 써야겠어요.
,3,2021-01-09,흑흑 저 ios14인데,기존 있던 버전 안된다고 새로 다운로드 받으래서
,1,2021-01-08,너무 상술이네요,"친구 초대 받고 회원가입하면 적립금 5000포인트 준다더니 막상 깔고보니까 주문을 해야 포인트가 들어오네요 포인트도 바로 들어오는게 아니라 이틀에 걸쳐서 오고 그 외의 포인트, 쿠폰들도 죄다 조건부들이네요 얼마 이상 사야 쿠폰 쓸 수 있고 어떤 카테고리에서 상품을 사야 쿠폰을 쓸 수 있고 고객 입장에서 머리가 너무 아픈 것 같아요 이것 저것 조건부가 너무 불편하고 복잡하네요"
,2,2018-12-27,들어가지도 못하네요,"독감 때문에 물이 떨어지고 슬슬 장을 봐야하는데, 나가기가 곤란해서 이것 저것 알아보다 알게 됐습니다. 앱 다운로드를 끝내고 들어가니, 어떤 앱에서도 뜨지 않았던, 안전하지 않은 와이파이나 데이터로 접근했다고 알림만 뜨네요 ㅋㅋㅋㅋㅋ 이런 경우는 처음이라 참 당황스럽네요; 잘못 본건가 싶어서 데이터만 켜고 들어가도 안됐고, 다시 와이파이로 시도를 해봤지만 그래도 소용이 없네요. 저같은 경우는 앱 이용하지 말라는 건가요? 참 당황스럽네요🤦‍♀️"
,4,2019-03-19,찜/좋아요 기능 해주세요,"다 너무 좋은데, 굳이 지금 사고 싶지 않지만 나중에 사고 싶은 거 찜해둘 수 있으면 좋겠어요ㅠㅠ 장바구니에 담아두고 선택주문하는게 너무;; 귀찮아요..."
,5,2020-12-22,좋아요!,배송도 포장도 깔끔하게 잘오고 컬리에서 시킨 건 실패가 없었어요!! 자주 이용하게 됩니다 :)
,5,2020-09-07,환경까지 생각하는 세심함,항상 박스처리 하는데 좀 수고스러웠는데 테이프랑 모두 전이라서 게다가 수거까지 고맙습니다
,5,2020-02-24,새벽배송,근래 처음 접하게된 마켓컬리 상품구성 앱구성도
,5,2020-12-23,신속하고 신선하게 배달되는 마켓컬리,좋은 식품과 식자재들이 많아서 편리하게 이용하고 있어요 감사합니다
,3,2019-12-30,다 좋은데,소비자의 구매를 부추기기 위한 마케팅의 일환인지는 모르겠으나 위시리스트를 따로 담아 관리할 수 없어서 불편합니다. 무조건 장바구니에 담아둬야 하니까요.
,5,2020-07-30,배송,포장상태도 깔끔하고 좋아요
,5,2020-02-20,바쁜 현대인들에게 안성맞춤 쇼핑몰입니다^^,"품질도 좋고, 맛도 좋고, 배송도 빠르고..."
,4,2019-07-21,미국 앱스토어에도 등록해주세여!!,계정이 미국에 묶여있어서 업데이트하려면 한국계정으로 다시 돌려야되네요ㅠㅠ 주문을 하려면 꼭 업데이트를 해야한다고 하구... 고쳐주시면 감사합니다!!
,5,2018-01-31,위시리스트 기능이 있었으면 좋겠어요.,다음에 주문해야지 하다 늘 까먹어 따로 메모를 해두네요ㅠㅠ  위시리스트가 있음 좋겠어요. 이 부분이 너무 아쉽네요.
,5,2020-12-17,워킹맘,신세계
,5,2020-03-16,편리하고 신선한 음식 너뮤 좋아요,질 좋은 음식에 신선하게 새벽에 배송해줘서 아침에 바로 먹을 수 있는게 맘에들어용 편리합니다
,5,2019-12-25,신뢰해요,마켓컬리는 소비자가 믿을 수 있는 제품들만 취급하는 것 같아서 안심하고 주문할 수 있어 좋습니다
,5,2020-12-16,마텟컬리앱,최신 품목과 베스트 등 처음 이용하지만 바로 적응할수 있는 직관적이라 편하네요^^
,3,2019-12-19,마켓컬리,"좀더 다양한 주부들을 위한 식품들이 올라오면 좋겠고, 품절 좀 안됐으면 ㅠㅠ합니다. 특히 세일폭이 큰 제품들은 너무 빨리 소진되어서 소량준비를 하는게 아닌가 하는 불만이 생기네요."
,5,2020-06-18,만족합니다,시스템운영방식이 합리적이고 좋은제품을 받을수 있다는 믿음에 신뢰가 더욱 갑니다
,5,2020-03-16,결정장애를 단번에 날려줍니다.,보기도 편하고 제품 성분을 자세히 표기해 주어 빨리빨리 선택할 수 있어 쇼핑을 빨리 할 수 있어요
,3,2020-03-24,다좋은데,장바구니에서 수량 수정하면 자꾸 오류가 뜨고 어플 껏다 다시들어가면 알수없는 오류가 발생햇다고 하면서 계속 다시시도하라고 합니다
,5,2019-12-10,마켓컬리 최고!,"오후배송도 되면 좋겠습니다만... 샛별배송으로도 충분히 만족하고, 잘 사용하고 있습니다. 앞으로도 더 나은 서비스 기대하겠습니다!"
,1,2018-11-11,"망해야 되는 곳, 별 한개도 아깝다.",마켓컬리 입고예정일 어기는걸로 유명하죠. 생필품도 어김없습니다. 고객센터에 전화해서 입고예정일은 도대체 왜 적어놓는거냐고 물었더니 팀장이라는 사람이 하는말 “입고확정도 아니고 말그대로 예정인데 그걸 어기는게 뭐가 어떻냐”고 저를 이상한 사람을 만드네요. 돈 많이 버셨나봅니다. 바로삭제. 이제는 내 주변에서도 다 마켓컬리 안씁니다. 이런 평가는 계속 무시해주세요. 계속 불매하게.
,5,2020-12-02,장보기,믿고 먹을수 있어서 선택에 실패가 거이 없다. 좋은 상품 계속 부탁드려요.
,4,2021-02-24,찜하기 기능이 있으면 좋겠어요.,다 만족하는데 보면서 장바구니에만 넣을 수 있고 찜해놓을 수는 없더라구요. 그게 조금 불편해요.
,5,2020-06-25,좋아요,빠른 배송에 물건에 하자가 있어도 굉장히 대응 잘 해 주시고 신선한 식품 받아서 잘 먹을 수 있어서 너무 좋아요
,2,2020-06-28,주문이 안되요,업뎃 후 무료배송 쿠폰 사용하여 구매중 오류가나서 구매를 할수가 없습니다
